City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Haines Junction,CA,60.7522,-137.5108,37.35,20,16,4.61,few clouds
348,Jinxiang,CN,27.4327,120.6062,69.01,68,0,10.27,clear sky
349,Yako,BF,12.9667,-2.2667,88.25,8,100,5.88,overcast clouds
350,Luanda,AO,-8.8368,13.2343,77.0,88,40,4.61,scattered clouds
351,Disna,BY,55.568,28.1971,37.62,73,32,2.17,scattered clouds
352,San Policarpo,PH,12.1791,125.5072,79.32,80,74,6.53,broken clouds
353,Qaqortoq,GL,60.7167,-46.0333,37.18,62,100,4.7,overcast clouds
354,Valparai,IN,10.3667,76.9667,62.2,86,100,3.13,overcast clouds
355,Hami,CN,42.8,93.45,49.91,16,0,18.16,clear sky
356,Olafsvik,IS,64.8945,-23.7142,41.32,84,100,16.93,overcast clouds
357,Tsabong,BW,-26.0217,22.401,65.86,38,25,4.65,scattered clouds
358,Bansbaria,IN,22.9719,88.3994,82.29,74,5,14.58,clear sky
359,Paramonga,PE,-10.6667,-77.8333,66.92,83,100,9.1,overcast clouds
360,Jobner,IN,26.9667,75.3833,80.02,34,0,6.62,clear sky
361,Port Hedland,AU,-20.3167,118.5667,86.05,28,12,5.75,few clouds
362,Hohhot,CN,40.8106,111.6522,39.49,45,0,8.95,clear sky
363,Lao Cai,VN,22.4833,103.95,78.94,79,77,2.42,broken clouds
364,Gladstone,AU,-23.85,151.25,78.78,53,40,9.22,scattered clouds
365,Mangrol,IN,21.1167,70.1167,77.77,80,0,10.02,clear sky
366,Hobyo,SO,5.3505,48.5268,81.39,76,24,11.14,few clouds
367,Nouadhibou,MR,20.931,-17.0347,64.38,82,0,24.16,clear sky
368,Ejido,VE,8.5514,-71.2375,69.46,82,37,3.38,scattered clouds
369,Roald,NO,62.5833,6.1333,42.75,81,3,11.5,clear sky
370,Corn Island,NI,12.1694,-83.0418,81.25,77,8,17.54,clear sky
371,Chernyshkovskiy,RU,48.4219,42.2308,41.41,89,100,12.48,overcast clouds
372,Middelburg,ZA,-25.7751,29.4648,55.47,68,0,4.12,clear sky
373,Curuguaty,PY,-24.4694,-55.6945,69.64,85,6,6.93,clear sky
374,Quelimane,MZ,-17.8786,36.8883,78.75,94,20,6.91,few clouds
375,Port Lincoln,AU,-34.7333,135.8667,66.54,81,100,19.62,light rain
376,Liverpool,GB,53.4106,-2.9779,47.61,88,0,4.61,clear sky
377,Lambarene,GA,-0.7001,10.2406,74.32,96,100,2.37,overcast clouds
378,Buarcos,PT,40.166,-8.8768,55.74,93,100,9.73,overcast clouds
379,Goodyear,US,33.4353,-112.3582,76.93,6,0,14.97,clear sky
380,Ciorogarla,RO,44.4425,25.8833,48.7,70,0,0.0,clear sky
381,Kangaatsiaq,GL,68.3065,-53.4641,-0.4,97,100,10.63,overcast clouds
382,West Wendover,US,40.7391,-114.0733,42.01,33,100,9.22,overcast clouds
383,Repnoye,RU,51.5921,43.1861,49.05,91,100,13.53,overcast clouds
384,Meulaboh,ID,4.1363,96.1285,78.08,85,85,3.2,overcast clouds
385,Tabou,CI,4.423,-7.3528,76.66,88,100,7.43,overcast clouds
386,Selaphum,TH,16.0299,103.9383,89.01,52,98,8.05,overcast clouds
387,Caucaia,BR,-3.7361,-38.6531,82.35,74,40,6.91,scattered clouds
388,Strakonice,CZ,49.2614,13.9024,43.63,93,70,2.89,broken clouds
389,Nouakchott,MR,18.0858,-15.9785,69.73,77,0,15.35,clear sky
390,Lingao,CN,19.9103,109.6859,78.21,66,1,1.92,clear sky
391,The Valley,AI,18.217,-63.0578,78.66,74,20,19.93,few clouds
392,Mahon,ES,39.8885,4.2658,55.96,94,100,10.36,overcast clouds
393,Raudeberg,NO,61.9875,5.1352,38.95,87,13,7.9,few clouds
394,Oktyabrskoye,RU,43.0645,44.7417,35.74,93,32,13.42,scattered clouds
395,Araouane,ML,18.9048,-3.5265,84.22,10,100,12.57,overcast clouds
396,Barcelona,ES,41.3888,2.159,60.69,69,40,4.61,scattered clouds
397,Fairbanks,US,64.8378,-147.7164,44.24,31,100,1.01,overcast clouds
398,La Ronge,CA,55.1001,-105.2842,25.05,50,75,13.8,broken clouds
399,Mtimbira,TZ,-8.7833,36.35,69.67,98,100,1.34,light rain
400,Xinzhou,CN,38.4092,112.7333,52.45,18,100,7.63,overcast clouds
401,Berlevag,NO,70.8578,29.0864,21.0,86,90,5.39,overcast clouds
402,Otta,NO,61.7712,9.5353,32.16,98,100,1.77,overcast clouds
403,Naifaru,MV,5.4444,73.3657,83.35,75,72,10.09,broken clouds
404,Watertown,US,42.3709,-71.1828,64.69,65,0,10.36,clear sky
405,Nizhniy Tsasuchey,RU,50.5167,115.1333,39.99,34,5,8.72,clear sky
406,Ulaangom,MN,49.9811,92.0667,28.94,33,22,2.84,few clouds
407,Deputatskiy,RU,69.3,139.9,2.46,94,100,4.12,overcast clouds
408,Peterhead,GB,57.5058,-1.7981,43.2,92,41,13.31,scattered clouds
409,San Quintin,MX,30.4833,-115.95,61.9,57,4,17.9,clear sky
410,Balabac,PH,7.9868,117.0645,82.71,72,97,10.58,overcast clouds
411,Namibe,AO,-15.1961,12.1522,76.35,83,0,4.72,clear sky
412,Beringovskiy,RU,63.05,179.3167,31.41,99,100,11.25,snow
413,Scarborough,GB,54.2797,-0.4044,51.91,86,35,1.99,scattered clouds
414,Inhambane,MZ,-23.865,35.3833,75.78,91,42,10.4,scattered clouds
415,Bar Harbor,US,44.3876,-68.2039,45.46,83,100,0.0,moderate rain
416,Cockburn Town,TC,21.4612,-71.1419,76.96,78,75,11.5,broken clouds
417,East London,ZA,-33.0153,27.9116,68.04,89,100,7.27,overcast clouds
418,Marsh Harbour,BS,26.5412,-77.0636,75.18,73,100,18.57,overcast clouds
419,Esil,KZ,51.9556,66.4042,47.03,58,8,7.47,clear sky
420,Udachnyy,RU,66.4167,112.4,22.19,89,92,19.57,overcast clouds
421,Burriana,ES,39.889,-0.085,56.95,97,100,17.07,overcast clouds
422,Socorro,US,31.6546,-106.3033,73.18,4,20,20.71,few clouds
423,Wilmington,US,34.2257,-77.9447,70.0,73,85,1.99,overcast clouds
424,Zhigansk,RU,66.7697,123.3711,23.18,94,100,21.21,light snow
425,Harlingen,US,26.1906,-97.6961,91.36,60,0,14.97,clear sky
426,Guarapari,BR,-20.6667,-40.4975,78.89,92,85,7.36,overcast clouds
427,Tokur,RU,53.1333,132.9,22.57,74,99,2.77,overcast clouds
428,Point Pedro,LK,9.8167,80.2333,81.66,81,100,10.11,overcast clouds
429,Arrecife,ES,28.963,-13.5477,64.38,68,20,14.97,few clouds
430,Sitka,US,57.0531,-135.33,44.49,18,0,8.05,clear sky
431,Onufriyivka,UA,48.9072,33.4487,44.6,91,100,15.97,overcast clouds
432,Markova,UA,48.6758,24.4138,37.09,76,14,4.05,few clouds
433,Victoria,HK,22.2855,114.1577,79.95,74,0,5.01,clear sky
434,Marietta,US,33.9526,-84.5499,72.41,75,40,11.5,scattered clouds
435,Storslett,NO,69.7678,21.0247,28.4,74,100,12.66,overcast clouds
436,Zlynka,RU,52.4267,31.7378,39.61,92,10,10.6,clear sky
437,Bara,NG,10.3744,10.7288,84.79,48,99,7.27,overcast clouds
438,Pimentel,PE,-6.8367,-79.9342,67.42,84,53,14.92,broken clouds
439,Ballinrobe,IE,53.6333,-9.2333,52.21,93,100,5.88,overcast clouds
440,Imbituba,BR,-28.24,-48.6703,71.82,88,100,8.08,overcast clouds
441,Solnechnyy,RU,50.7214,136.6319,32.56,75,100,0.54,light snow
442,Batemans Bay,AU,-35.7167,150.1833,66.09,54,0,5.17,clear sky
443,Hurghada,EG,27.2574,33.8129,66.24,42,0,10.36,clear sky
444,Sarkikaraagac,TR,38.0794,31.3664,34.41,52,0,3.33,clear sky
445,Glarus,CH,47.0406,9.068,54.81,77,100,6.6,overcast clouds
446,Valdemarpils,LV,57.3707,22.5919,40.73,64,100,6.04,overcast clouds
447,Edd,ER,13.9297,41.6925,86.81,40,0,7.99,clear sky
448,Roma,US,43.2128,-75.4557,67.87,78,20,3.44,few clouds
449,General Pico,AR,-35.6566,-63.7568,53.64,57,0,6.22,clear sky
450,Lorengau,PG,-2.0226,147.2712,85.77,69,99,9.1,overcast clouds
451,Antofagasta,CL,-23.65,-70.4,60.53,84,43,3.87,scattered clouds
452,Kaeo,NZ,-35.1,173.7833,72.32,59,42,4.21,scattered clouds
453,Metro,ID,-5.1131,105.3067,79.95,79,99,3.69,overcast clouds
454,Mattru,SL,7.6244,-11.8332,76.64,91,100,1.39,overcast clouds
455,Kupang,ID,-10.1667,123.5833,83.41,70,100,3.69,overcast clouds
456,Monticello,US,45.3055,-93.7941,39.24,56,20,19.57,few clouds
457,Prince George,CA,53.9166,-122.753,38.25,28,0,11.5,clear sky
458,Cabo San Lucas,MX,22.8909,-109.9124,78.62,65,25,10.54,scattered clouds
459,Grande Prairie,CA,55.1667,-118.8027,24.98,39,75,12.66,broken clouds
460,Chicama,PE,-7.8447,-79.1469,63.14,77,100,7.23,overcast clouds
461,Tevriz,RU,57.509,72.4042,36.75,90,100,7.81,overcast clouds
462,Aksarka,RU,66.5606,67.7975,33.22,100,100,3.62,overcast clouds
463,Alice Town,BS,25.7167,-79.3,76.15,76,68,20.36,broken clouds
464,Korla,CN,41.7597,86.1469,57.49,26,9,1.72,clear sky
465,Tuy Hoa,VN,13.0833,109.3,80.46,83,100,3.02,overcast clouds
466,Kabare,CD,-2.4683,28.8242,61.03,92,90,0.72,light rain
467,Olinda,BR,-8.0089,-34.8553,82.13,69,0,4.61,clear sky
468,Kununurra,AU,-15.7667,128.7333,80.58,83,93,4.61,overcast clouds
469,Nome,US,64.5011,-165.4064,38.16,69,100,13.8,overcast clouds
470,Kagal,IN,16.5833,74.3167,75.27,81,100,7.36,overcast clouds
471,Freeport,US,40.6576,-73.5832,65.41,74,0,6.91,clear sky
472,Mitu,CO,1.1983,-70.1733,73.83,97,100,2.28,overcast clouds
473,Cooma,AU,-36.2333,149.1333,56.97,88,0,9.22,clear sky
474,Pizarro,CO,4.9533,-77.366,78.31,90,100,4.27,light rain
475,Mount Gambier,AU,-37.8333,140.7667,64.31,52,100,9.22,moderate rain
476,Locri,IT,38.2414,16.2623,50.67,78,100,4.72,overcast clouds
477,Ahipara,NZ,-35.1667,173.1667,66.9,53,81,12.37,broken clouds
478,Dunedin,NZ,-45.8742,170.5036,59.18,48,14,2.57,few clouds
479,Praia,CV,14.9215,-23.5087,69.19,81,7,13.13,clear sky
480,Yantal,RU,56.8471,105.2542,33.73,74,100,13.6,overcast clouds
481,Dalbandin,PK,28.8947,64.4101,70.5,11,0,0.89,clear sky
482,Alexandria,EG,31.2156,29.9553,57.16,72,0,5.75,clear sky
483,Najran,SA,17.4924,44.1277,74.05,36,0,4.63,clear sky
484,Sulejowek,PL,52.2522,21.269,48.88,69,98,6.85,overcast clouds
485,Ouanaminthe,HT,19.55,-71.7333,79.68,65,75,12.12,broken clouds
486,Pitimbu,BR,-7.4706,-34.8086,79.39,78,80,8.68,broken clouds
487,Bay Roberts,CA,47.5999,-53.2648,34.52,85,100,7.0,overcast clouds
488,Coleraine,GB,55.1333,-6.6667,47.95,94,100,7.09,overcast clouds
489,Svetlaya,RU,46.5389,138.3297,37.98,71,82,4.61,broken clouds
490,Necochea,AR,-38.5473,-58.7368,55.26,69,0,7.81,clear sky
491,Okha,RU,53.5739,142.9478,25.99,74,84,11.36,broken clouds
492,Auki,SB,-8.7676,160.7034,85.91,64,37,2.64,scattered clouds
493,Gizo,SB,-8.103,156.8419,84.96,65,21,3.91,few clouds
494,Ixtapa,MX,20.7,-105.2,76.23,86,8,5.01,clear sky
495,Nartan,RU,43.5108,43.6994,36.14,87,53,4.47,broken clouds
496,Illapel,CL,-31.6308,-71.1653,66.74,48,0,1.5,clear sky
497,Polyarnyy,RU,69.1989,33.4478,23.63,93,100,4.05,overcast clouds
498,Ashland,US,40.8167,-82.2665,64.36,90,84,13.67,broken clouds
499,Sarangani,PH,5.4033,125.4636,82.87,77,100,14.32,overcast clouds
500,Santa Rosa,PH,14.3122,121.1114,87.1,69,75,3.87,broken clouds
501,Arman,RU,59.7,150.1667,30.02,57,100,6.64,overcast clouds
502,Joensuu,FI,62.6012,29.7632,28.89,81,0,2.3,clear sky
503,Fayetteville,US,35.0527,-78.8784,79.32,51,0,9.22,clear sky
504,Letterkenny,IE,54.95,-7.7333,47.1,96,100,3.67,overcast clouds
505,Nicoya,CR,10.1483,-85.452,81.99,67,73,7.96,broken clouds
506,Banda Aceh,ID,5.5577,95.3222,82.2,76,100,5.28,overcast clouds
507,Cerritos,US,33.8583,-118.0648,73.98,34,0,14.97,clear sky
508,Tazovskiy,RU,67.4667,78.7,29.37,98,100,2.89,light snow
509,Paracuru,BR,-3.41,-39.0306,82.11,85,30,5.77,scattered clouds
510,Poddorye,RU,57.4695,31.1156,30.27,94,70,1.05,broken clouds
511,Palmerston,AU,-12.486,130.9833,86.94,76,0,6.91,clear sky
512,Santa Eulalia,PE,-11.85,-76.6833,55.22,73,68,2.01,broken clouds
513,Sarkand,KZ,45.41,79.9186,56.17,52,11,3.38,few clouds
514,Opuwo,NA,-18.0607,13.84,65.53,70,100,3.65,overcast clouds
515,Havre,FR,49.5833,0.3333,48.6,87,0,2.3,clear sky
516,Sinnamary,GF,5.3833,-52.95,76.78,87,93,12.53,overcast clouds
517,Adrar,MR,20.5022,-10.0711,71.51,25,0,10.13,clear sky
518,Never,FR,46.9896,3.159,49.75,94,100,3.2,overcast clouds
519,Florianopolis,BR,-27.6146,-48.5012,70.83,79,75,9.22,broken clouds
520,Haapiti,PF,-17.5667,-149.8667,79.72,71,23,19.1,light rain
521,Sayyan,YE,15.1718,44.3244,57.09,50,0,2.51,clear sky
522,Comodoro Rivadavia,AR,-45.8667,-67.5,64.26,45,0,4.61,clear sky
523,Zhezkazgan,KZ,47.8043,67.7144,44.58,76,0,11.18,clear sky
524,Herat,AF,34.5,62.0,63.7,18,0,1.63,clear sky
525,Itacare,BR,-14.2775,-38.9967,77.18,79,6,5.68,clear sky
526,Turukhansk,RU,65.8167,87.9833,32.07,99,100,6.91,snow
527,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,77.36,86,100,2.91,light rain
528,Muromtsevo,RU,56.3724,75.2418,35.92,93,60,5.66,broken clouds
529,Linxia,CN,35.6003,103.2064,41.61,72,98,2.62,overcast clouds
530,Caruray,PH,10.3094,119.0128,82.4,78,83,7.38,broken clouds
531,San Jeronimo,PE,-11.9472,-75.2829,49.3,84,100,5.23,overcast clouds
532,Fernie,CA,49.5,-115.0687,29.08,55,100,6.49,overcast clouds
533,Beira,MZ,-19.8436,34.8389,78.89,89,20,8.05,few clouds
534,Khandbari,NP,27.3747,87.2039,71.06,65,0,1.86,clear sky
535,Miquelon,PM,47.0975,-56.3814,37.85,78,74,13.65,broken clouds
536,Abong Mbang,CM,3.9833,13.1833,69.01,94,100,2.53,light rain
537,Tezu,IN,27.9167,96.1667,66.56,98,100,5.35,overcast clouds
538,Beloha,MG,-25.1667,45.05,72.7,66,68,5.39,broken clouds
539,Dosso,NE,13.049,3.1937,88.14,35,64,10.8,broken clouds
540,Goderich,CA,43.7501,-81.7165,59.32,88,100,18.41,overcast clouds
541,La Palma,US,33.8464,-118.0467,74.01,34,0,14.97,clear sky
542,Tateyama,JP,34.9833,139.8667,58.1,83,100,17.63,overcast clouds
543,Casala-An,PH,9.1167,123.05,80.73,76,100,7.85,overcast clouds
544,Lisakovsk,KZ,52.5369,62.4936,50.29,82,40,8.81,scattered clouds
545,Singaparna,ID,-7.3515,108.111,77.97,77,80,1.66,broken clouds
546,Vigeland,NO,58.0844,7.305,42.94,81,100,9.6,overcast clouds
547,Leningradskiy,RU,69.3833,178.4167,6.28,91,90,14.38,overcast clouds
548,Corinto,GR,37.9407,22.9573,50.9,77,16,2.08,few clouds
549,Chato,TZ,-2.6378,31.7669,65.1,91,94,0.72,light rain
550,Nantucket,US,41.2835,-70.0995,55.45,82,75,14.97,broken clouds
551,Adre,TD,13.4667,22.2,80.15,11,17,14.79,few clouds
552,Dinar,TR,38.065,30.1656,35.56,49,0,3.94,clear sky
553,Abu Dhabi,AE,24.4667,54.3667,82.51,33,0,3.44,clear sky
554,Umm Kaddadah,SD,13.6017,26.6876,78.53,12,32,17.43,scattered clouds
555,Senneterre,CA,48.3835,-77.2328,35.89,94,99,4.7,overcast clouds
556,Okakarara,NA,-20.5833,17.4333,65.28,57,69,5.53,broken clouds
557,Poro,PH,10.6292,124.4087,81.37,73,100,5.1,overcast clouds
558,Yar-Sale,RU,66.8333,70.8333,33.33,100,100,6.38,overcast clouds
559,Qasigiannguit,GL,68.8193,-51.1922,0.66,99,100,6.29,overcast clouds
560,Mirpur Sakro,PK,24.5474,67.6277,77.07,77,0,11.68,clear sky
561,Sulangan,PH,11.1373,123.7228,81.46,74,100,5.82,overcast clouds
562,Vogan,TG,6.3333,1.5333,80.42,83,98,6.73,overcast clouds
563,Green River,US,41.5286,-109.4662,30.97,53,100,8.01,overcast clouds
564,Lumut,MY,4.2323,100.6298,77.02,88,20,1.14,few clouds
565,Itoman,JP,26.1247,127.6694,79.18,73,75,4.61,broken clouds
566,Richards Bay,ZA,-28.783,32.0377,68.34,81,2,6.22,clear sky
567,Camacha,PT,33.0833,-16.3333,58.42,72,40,5.75,scattered clouds
568,Paamiut,GL,61.994,-49.6678,27.52,90,100,20.89,overcast clouds
569,Kaniama,CD,-7.5667,24.1833,68.05,85,100,2.26,overcast clouds
570,Yulara,AU,-25.2406,130.9889,84.04,21,87,6.91,overcast clouds
571,Neiafu,TO,-18.65,-173.9833,84.88,74,40,4.61,scattered clouds
572,Goure,NE,13.9835,10.2704,82.83,11,99,5.55,overcast clouds
573,Batesville,US,35.7698,-91.641,53.24,81,40,9.22,scattered clouds
574,Zenzeli,RU,45.9241,47.0474,47.61,44,100,8.79,overcast clouds
575,Yulin,CN,22.6333,110.15,74.57,60,0,5.08,clear sky
576,Nikita,UA,44.5333,34.2333,37.35,87,100,10.11,overcast clouds
577,Krasnoye,UA,49.9145,24.6134,38.57,78,0,0.74,clear sky
578,Chumikan,RU,54.7183,135.315,27.57,79,94,14.34,overcast clouds
579,Colon,PA,9.3592,-79.9014,82.36,84,37,8.99,scattered clouds
580,Paeroa,NZ,-37.3667,175.6667,69.26,45,5,3.47,clear sky
581,Jumla,NP,29.2747,82.1838,50.27,67,3,4.16,clear sky
582,Karpathos,GR,35.507,27.2132,55.36,62,0,0.0,clear sky
583,Benguela,AO,-12.5763,13.4055,78.28,80,91,4.38,overcast clouds
584,Maturin,VE,9.75,-63.1767,77.41,72,6,10.6,clear sky
585,Catamarca,AR,-28.4696,-65.7852,66.58,81,12,5.93,few clouds
586,Gat,IL,31.61,34.7642,55.4,71,0,4.97,clear sky
587,Honningsvag,NO,70.9821,25.9704,31.75,74,77,5.75,broken clouds
588,Kapit,MY,2.0167,112.9333,79.25,88,70,1.43,broken clouds
589,Hokitika,NZ,-42.7167,170.9667,60.39,56,2,4.12,clear sky
590,Uman,UA,48.7484,30.2218,41.04,90,100,13.02,overcast clouds
591,Chistoye,RU,56.5375,43.0045,37.53,92,100,12.39,overcast clouds
592,Bage,BR,-31.3314,-54.1069,55.18,67,0,6.91,clear sky
593,Hambantota,LK,6.1241,81.1185,75.54,100,20,0.0,few clouds
594,Bukama,CD,-9.2,25.85,68.43,94,36,2.89,scattered clouds
595,Muros,ES,42.7762,-9.0603,47.84,92,100,4.76,overcast clouds
596,Araguaina,BR,-7.1911,-48.2072,73.92,92,83,3.6,light rain
597,Horsham,GB,51.064,-0.3272,51.51,90,0,0.0,clear sky
598,Orlik,RU,52.5178,99.825,6.66,86,40,2.42,scattered clouds
599,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.02,97,38,1.52,scattered clouds
600,Maner,IN,25.65,84.8833,80.51,35,43,1.86,scattered clouds
601,Yerofey Pavlovich,RU,53.9667,121.9667,34.86,38,100,5.17,overcast clouds
602,Santa Cecilia,BR,-26.9608,-50.4269,56.57,99,60,1.41,broken clouds
603,Malibu,US,34.005,-118.8101,71.56,50,0,7.0,clear sky
604,Turbat,PK,26.0023,63.044,82.62,27,87,2.53,overcast clouds
605,Saint-Pierre,RE,-21.3393,55.4781,74.88,87,20,3.44,few clouds
606,Athabasca,CA,54.7169,-113.2854,27.01,59,100,10.89,overcast clouds
607,Kaohsiung,TW,22.6163,120.3133,82.35,73,40,8.05,scattered clouds
608,Thinadhoo,MV,0.5333,72.9333,83.64,68,30,9.8,scattered clouds
609,Jalu,LY,29.0331,21.5482,64.76,25,87,13.47,overcast clouds
610,Pueblo Nuevo,MX,23.3833,-105.3833,62.89,32,47,4.59,scattered clouds
611,Mackay,AU,-21.15,149.2,85.68,65,92,14.97,overcast clouds
612,Pangai,TO,-19.8,-174.35,84.31,70,20,6.91,few clouds
613,Xudat,AZ,41.631,48.681,43.54,91,20,6.78,few clouds
614,Noyabrsk,RU,63.1994,75.4507,29.05,87,74,10.71,broken clouds
615,Gobabis,NA,-22.45,18.9667,67.14,27,68,4.38,broken clouds
616,Shimoda,JP,34.6667,138.95,57.56,82,99,19.64,overcast clouds
617,Avera,US,33.194,-82.5271,71.65,67,100,6.82,overcast clouds
618,Minab,IR,27.1467,57.0801,81.7,37,63,2.19,broken clouds
619,Pacifica,US,37.6138,-122.4869,58.21,70,75,18.41,broken clouds
620,Hillsborough,US,37.5741,-122.3794,58.86,64,75,18.41,broken clouds
621,Batagay,RU,67.6333,134.6333,16.9,85,100,1.95,overcast clouds
622,Katima Mulilo,NA,-17.5,24.2667,67.89,72,100,3.38,light rain
623,Dong Hoi,VN,17.4833,106.6,77.59,86,75,0.6,broken clouds
624,Mayumba,GA,-3.432,10.6554,76.62,92,100,1.1,overcast clouds
625,Kawalu,ID,-7.3817,108.2082,78.71,78,71,1.36,broken clouds
626,Borger,NL,52.9233,6.7931,52.79,90,100,5.93,overcast clouds
627,Honavar,IN,14.2833,74.45,79.79,86,100,4.45,overcast clouds
628,Cayenne,GF,4.9333,-52.3333,81.09,1,75,6.91,broken clouds
629,Andenes,NO,69.3143,16.1194,31.93,93,75,5.75,broken clouds
630,Emba,KZ,48.8264,58.1442,57.99,55,96,17.83,overcast clouds
631,Aleksandrovskoye,RU,44.7142,43.0008,41.36,90,100,11.39,overcast clouds
632,Omboue,GA,-1.5746,9.2618,77.13,93,100,1.74,overcast clouds
633,Tessalit,ML,20.1986,1.0114,79.99,7,0,3.27,clear sky
634,Mackenzie,CA,55.2999,-123.1698,26.82,43,40,12.66,scattered clouds
635,Nekrasovka,RU,48.3525,135.2325,42.82,48,0,13.42,clear sky
636,Khandyga,RU,62.6667,135.6,24.78,87,93,3.87,overcast clouds
637,Acapulco,MX,16.8634,-99.8901,79.63,77,96,8.57,overcast clouds
638,Srednekolymsk,RU,67.45,153.6833,5.18,86,99,9.13,overcast clouds
639,Kvitok,RU,56.0724,98.4813,33.66,71,88,3.69,overcast clouds
640,Jutai,BR,-5.1833,-68.9,74.62,98,100,1.99,overcast clouds
641,Umm Lajj,SA,25.0213,37.2685,73.08,67,98,10.25,overcast clouds
642,Careiro Da Varzea,BR,-3.2003,-59.8119,81.21,94,100,2.71,overcast clouds
643,Sabzevar,IR,36.2126,57.6819,70.88,20,40,9.22,scattered clouds
644,Poronaysk,RU,49.2167,143.1167,32.29,64,12,2.39,few clouds
645,Burgersdorp,ZA,-30.9977,26.3286,56.01,69,38,4.38,scattered clouds
646,Nhulunbuy,AU,-12.2333,136.7667,88.41,70,75,12.66,broken clouds
647,Gamba,GA,-2.65,10.0,76.98,90,100,1.83,overcast clouds
648,Gotha,DE,50.9482,10.7019,56.14,73,0,9.22,clear sky
649,Mindelo,CV,16.8901,-24.9804,68.31,78,12,17.43,few clouds
650,Valentin Gomez Farias,MX,28.2167,-106.5833,74.34,10,53,13.33,broken clouds
651,Yatou,CN,37.15,122.3833,53.62,60,78,9.08,light rain
652,Iona,US,26.5204,-81.964,79.03,79,100,1.99,overcast clouds
653,Alice Springs,AU,-23.7,133.8833,85.55,23,0,6.91,clear sky
654,Omsukchan,RU,62.5333,155.8,12.38,84,100,7.9,overcast clouds
655,Kingsport,US,36.5484,-82.5618,73.26,80,4,6.78,clear sky
656,West Bay,KY,19.3667,-81.4167,82.47,79,20,9.22,few clouds
657,Igarka,RU,67.4667,86.5833,31.68,93,100,10.02,overcast clouds
658,Baherden,TM,38.4362,57.4316,70.97,41,98,11.07,overcast clouds
659,Sokolo,ML,14.7328,-6.1219,91.76,13,99,7.29,overcast clouds
660,Puri,IN,19.8,85.85,81.12,85,14,23.87,few clouds
661,Bemidji,US,47.4736,-94.8803,33.06,76,75,13.8,broken clouds
662,Rabo De Peixe,PT,37.8,-25.5833,60.31,77,20,11.5,few clouds
663,Trujillo,PE,-8.116,-79.03,64.36,82,40,8.05,fog
664,Velizh,RU,55.6056,31.1967,34.43,88,100,3.87,overcast clouds
665,Lethem,GY,3.3803,-59.7968,80.35,69,97,14.12,overcast clouds
666,Cabra,ES,37.4725,-4.4421,50.9,79,1,2.98,clear sky
667,Amga,RU,60.8953,131.9608,30.27,77,100,5.46,overcast clouds
668,Miri,MY,4.4148,114.0089,80.74,89,20,4.61,few clouds
669,Chinchani,IN,19.8667,72.7,80.24,76,89,1.66,overcast clouds
670,Novoagansk,RU,61.9449,76.6625,31.39,94,50,6.38,scattered clouds
671,Lakhimpur,IN,27.95,80.7667,80.73,15,0,4.83,clear sky
672,Barranca,PE,-10.75,-77.7667,66.65,81,100,8.75,overcast clouds
673,Longyan,CN,25.1072,117.0225,67.42,80,92,4.34,overcast clouds
674,Tempio Pausania,IT,40.8974,9.1035,41.92,85,76,6.06,broken clouds
675,Road Town,VG,18.4167,-64.6167,78.84,69,40,12.66,scattered clouds
676,Vanavara,RU,60.34,102.2797,32.85,84,100,14.2,overcast clouds
677,Lakeland Highlands,US,27.9597,-81.9501,78.03,73,100,7.0,overcast clouds
678,Akyab,MM,20.15,92.9,82.8,74,28,6.22,scattered clouds
679,Alyangula,AU,-13.8483,136.4192,87.67,70,40,4.61,scattered clouds
680,Mulchen,CL,-37.7167,-72.2333,53.13,62,0,4.92,clear sky
681,Sechelt,CA,49.4664,-123.7694,48.81,67,48,5.1,scattered clouds
682,Kombissiri,BF,12.0656,-1.3375,89.58,36,86,15.05,overcast clouds
683,Terney,RU,45.0503,136.6092,42.12,57,74,2.75,broken clouds
684,Zomin,UZ,39.9606,68.3958,58.8,70,0,1.52,clear sky
685,Shingu,JP,33.7333,135.9833,70.9,74,21,6.69,few clouds
686,Margate,GB,51.3813,1.3862,50.7,84,0,1.99,clear sky
687,Buluang,PH,13.3068,123.3425,83.8,72,87,3.83,overcast clouds
688,Olga,RU,43.7444,135.2892,48.07,42,100,3.31,overcast clouds
689,Nuuk,GL,64.1835,-51.7216,25.88,92,81,15.99,broken clouds
690,Melilla,ES,35.2937,-2.9383,62.98,67,0,17.27,clear sky
691,Dingle,PH,10.9995,122.6711,81.36,75,100,2.89,overcast clouds
692,Tucuman,AR,-26.8241,-65.2226,62.6,88,100,2.3,overcast clouds
693,Copalau,RO,47.6167,26.8333,49.96,58,100,10.47,overcast clouds
694,Bumba,CD,2.1833,22.4667,71.56,97,100,3.09,overcast clouds
695,Erzin,TR,36.9559,36.2,46.17,39,0,4.7,clear sky
696,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,66.42,96,100,3.06,overcast clouds
