City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Fort Nelson,CA,2022-04-13 23:51:37,58.8053,-122.7002,26.19,28,20,5.75
295,Agadir,MA,2022-04-13 23:51:38,30.4202,-9.5982,61.25,70,2,1.92
296,Cockburn Town,TC,2022-04-13 23:51:38,21.4612,-71.1419,76.96,81,29,25.48
297,Marawi,PH,2022-04-13 23:51:38,7.9986,124.2928,72.79,80,99,2.28
298,Gobabis,NA,2022-04-13 23:51:39,-22.45,18.9667,64.9,28,28,2.48
299,Tingi,TZ,2022-04-13 23:51:39,-11.3,35.0333,64.44,96,79,4.21
300,Yeppoon,AU,2022-04-13 23:51:39,-23.1333,150.7333,73.18,68,16,13.62
301,Jiaocheng,CN,2022-04-13 23:51:40,24.6774,116.1389,66.85,74,53,3.91
302,Nuuk,GL,2022-04-13 23:51:40,64.1835,-51.7216,25.88,92,70,15.01
303,Porto Velho,BR,2022-04-13 23:48:35,-8.7619,-63.9039,80.65,89,20,0.0
304,Tefe,BR,2022-04-13 23:51:40,-3.3542,-64.7114,75.85,96,95,1.9
305,Muros,ES,2022-04-13 23:51:41,42.7762,-9.0603,49.84,93,81,5.84
306,Abu Kamal,SY,2022-04-13 23:51:41,34.4506,40.9171,55.89,19,67,9.06
307,Terrell,US,2022-04-13 23:51:42,32.736,-96.2753,74.1,31,0,13.8
308,Nome,US,2022-04-13 23:51:42,64.5011,-165.4064,38.16,69,75,12.66
309,Carahue,CL,2022-04-13 23:51:42,-38.7,-73.1667,46.98,93,0,2.13
310,Mastic Beach,US,2022-04-13 23:51:43,40.7668,-72.8521,63.99,83,0,6.91
311,Noumea,NC,2022-04-13 23:49:18,-22.2763,166.4572,84.18,99,2,5.68
312,Jalu,LY,2022-04-13 23:51:43,29.0331,21.5482,66.13,24,53,11.63
313,Coquimbo,CL,2022-04-13 23:51:44,-29.9533,-71.3436,55.13,94,0,5.75
314,Iskenderun,TR,2022-04-13 23:51:44,36.5872,36.1735,51.08,43,0,3.02
315,Kieta,PG,2022-04-13 23:51:44,-6.2167,155.6333,84.69,69,42,4.79
316,Sheridan,US,2022-04-13 23:48:22,44.8333,-106.9173,19.78,65,0,34.52
317,Grand-Lahou,CI,2022-04-13 23:51:45,5.1367,-5.0242,80.58,85,96,9.19
318,Chuy,UY,2022-04-13 23:51:45,-33.6971,-53.4616,56.23,69,8,8.25
319,Kemijarvi,FI,2022-04-13 23:51:46,66.7131,27.4306,30.31,90,100,3.24
320,Alta Floresta,BR,2022-04-13 23:51:46,-9.8756,-56.0861,75.45,87,22,1.14
321,Luderitz,NA,2022-04-13 23:51:47,-26.6481,15.1594,61.36,80,57,8.81
322,Boralday,KZ,2022-04-13 23:51:47,43.3578,76.8594,49.86,71,40,4.47
323,Pevek,RU,2022-04-13 23:51:47,69.7008,170.3133,5.58,85,62,4.05
324,Tuktoyaktuk,CA,2022-04-13 23:52:48,69.4541,-133.0374,1.4,78,75,16.11
325,Bhum,IN,2022-04-13 23:52:48,18.4667,75.6667,87.03,24,99,2.68
326,Kailua,US,2022-04-13 23:52:36,21.4022,-157.7394,84.18,66,100,9.22
327,Mackenzie,CA,2022-04-13 23:52:49,55.2999,-123.1698,26.82,43,75,9.22
328,Minab,IR,2022-04-13 23:52:49,27.1467,57.0801,73.72,53,96,1.14
329,Sitka,US,2022-04-13 23:52:49,57.0531,-135.33,44.49,23,0,4.61
330,Florianopolis,BR,2022-04-13 23:51:59,-27.6146,-48.5012,70.83,79,75,10.36
331,Cayenne,GF,2022-04-13 23:52:50,4.9333,-52.3333,81.09,1,75,6.91
332,Viedma,AR,2022-04-13 23:52:50,-40.8135,-62.9967,54.1,67,9,3.38
333,Innisfail,AU,2022-04-13 23:52:50,-17.5333,146.0333,82.09,63,84,9.73
334,Palatka,US,2022-04-13 23:52:51,29.6486,-81.6376,77.63,64,94,9.26
335,Khatanga,RU,2022-04-13 23:52:51,71.9667,102.5,5.88,95,100,8.34
336,Jijiga,ET,2022-04-13 23:52:52,9.35,42.8,67.39,63,91,2.1
337,Kozhevnikovo,RU,2022-04-13 23:52:52,56.2589,83.9714,25.25,93,5,2.8
338,Kapoeta,SS,2022-04-13 23:52:52,4.7717,33.5903,80.98,53,15,4.43
339,Bilibino,RU,2022-04-13 23:52:53,68.0546,166.4372,23.79,75,100,4.47
340,Solnechnyy,RU,2022-04-13 23:52:53,50.7214,136.6319,31.23,78,94,1.52
341,Saint-Pierre,RE,2022-04-13 23:52:53,-21.3393,55.4781,76.68,87,100,4.61
342,Bagdarin,RU,2022-04-13 23:52:54,54.4333,113.6,24.37,68,73,3.11
343,Bandarbeyla,SO,2022-04-13 23:52:54,9.4942,50.8122,79.34,83,11,2.55
344,Maraa,BR,2022-04-13 23:52:54,-1.8333,-65.3667,75.47,95,96,3.15
345,Aracaju,BR,2022-04-13 23:49:49,-10.9111,-37.0717,82.35,78,40,10.36
346,Atambua,ID,2022-04-13 23:52:55,-9.1061,124.8925,78.87,73,100,1.5
347,Labrea,BR,2022-04-13 23:52:55,-7.2586,-64.7981,75.7,95,91,0.54
348,Korla,CN,2022-04-13 23:52:55,41.7597,86.1469,54.66,34,54,2.01
349,Andreapol,RU,2022-04-13 23:52:56,56.6513,32.2664,28.83,96,11,2.62
350,Warmbad,NA,2022-04-13 23:52:56,-28.45,18.7333,68.23,47,51,6.26
351,Lompoc,US,2022-04-13 23:52:57,34.6391,-120.4579,69.78,56,0,25.99
352,San Patricio,US,2022-04-13 23:52:57,28.017,-97.5169,95.18,69,23,17.25
353,Mayo,US,2022-04-13 23:52:57,38.8876,-76.5119,81.48,63,0,11.5
354,Santa Rosa,PH,2022-04-13 23:52:58,14.3122,121.1114,85.08,75,90,3.2
355,Campo Formoso,BR,2022-04-13 23:52:58,-10.5075,-40.3214,75.76,52,19,3.42
356,Ishim,RU,2022-04-13 23:52:58,56.1128,69.4902,43.5,70,43,12.28
357,Sadabad,IN,2022-04-13 23:52:59,27.45,78.05,81.82,18,0,6.93
358,Havre-Saint-Pierre,CA,2022-04-13 23:52:59,50.2334,-63.5986,35.96,87,100,2.3
359,Khorramshahr,IR,2022-04-13 23:52:59,30.4397,48.1664,75.16,25,0,13.8
360,Nata,PA,2022-04-13 23:53:00,8.3333,-80.5167,82.27,66,100,11.07
361,Singaraja,ID,2022-04-13 23:53:00,-8.112,115.0882,81.27,74,12,2.53
362,Taoudenni,ML,2022-04-13 23:53:00,22.6783,-3.9836,81.81,11,0,10.92
363,Allapalli,IN,2022-04-13 23:53:01,19.4167,80.0667,84.97,54,77,6.53
364,Hit,IQ,2022-04-13 23:53:01,33.6416,42.8251,61.83,22,100,14.52
365,Weymouth,US,2022-04-13 23:53:01,42.2209,-70.9398,66.38,69,40,13.8
366,Madimba,TZ,2022-04-13 23:53:02,-10.4,40.3333,76.37,89,63,6.24
367,Lingao,CN,2022-04-13 23:53:03,19.9103,109.6859,75.43,73,39,2.26
368,Manta,EC,2022-04-13 23:53:03,-0.95,-80.7333,78.58,73,40,9.22
369,Lannion,FR,2022-04-13 23:53:03,48.75,-3.4167,50.54,97,54,3.44
370,Sibolga,ID,2022-04-13 23:54:04,1.7427,98.7792,76.86,86,99,2.8
371,Miranda De Ebro,ES,2022-04-13 23:54:04,42.6865,-2.947,50.58,94,63,3.4
372,Negombo,LK,2022-04-13 23:54:04,7.2083,79.8358,75.25,100,40,3.44
373,Lerwick,GB,2022-04-13 23:54:05,60.1545,-1.1494,39.2,78,66,11.9
374,Rafai,CF,2022-04-13 23:54:05,4.95,23.9167,69.1,96,100,0.6
375,Gornopravdinsk,RU,2022-04-13 23:54:06,60.05,69.9,37.26,84,98,9.53
376,Bam,IR,2022-04-13 23:54:06,29.106,58.357,76.19,16,51,8.97
377,Gander,CA,2022-04-13 23:54:06,48.9682,-54.5906,30.33,92,100,24.16
378,Bloomingdale,US,2022-04-13 23:50:01,27.8936,-82.2404,80.74,70,0,4.61
379,Coahuayana,MX,2022-04-13 23:54:07,18.7333,-103.6833,81.03,67,100,5.79
380,Bend,US,2022-04-13 23:49:38,44.0582,-121.3153,42.66,50,40,8.01
381,Sobolevo,RU,2022-04-13 23:54:07,54.4299,31.8996,33.26,91,17,6.78
382,Uyuni,BO,2022-04-13 23:54:08,-20.4597,-66.825,47.64,14,0,12.97
383,Farafangana,MG,2022-04-13 23:54:08,-22.8167,47.8333,73.94,87,26,6.53
384,Council Bluffs,US,2022-04-13 23:51:00,41.2619,-95.8608,51.78,24,75,20.71
385,Evensk,RU,2022-04-13 23:54:09,61.95,159.2333,25.93,87,100,10.74
386,Carballo,ES,2022-04-13 23:54:09,43.213,-8.691,55.09,82,80,2.08
387,Rio Grande,BR,2022-04-13 23:54:10,-32.035,-52.0986,62.94,58,93,10.22
388,Francisco Sa,BR,2022-04-13 23:54:10,-16.4758,-43.4883,75.34,63,67,4.68
389,Mbandaka,CD,2022-04-13 23:54:11,0.0487,18.2603,72.01,97,93,4.25
390,Klamath Falls,US,2022-04-13 23:54:11,42.2249,-121.7817,36.86,89,98,4.0
391,Sibu,MY,2022-04-13 23:54:11,2.3,111.8167,73.71,100,40,5.01
392,Sayyan,YE,2022-04-13 23:54:12,15.1718,44.3244,58.21,38,1,3.18
393,Sembe,CG,2022-04-13 23:54:12,1.6481,14.5806,70.47,99,100,3.6
394,Buala,SB,2022-04-13 23:54:13,-8.145,159.5921,84.92,69,54,8.86
395,Bhadrapur,NP,2022-04-13 23:54:13,26.544,88.0944,76.37,72,1,6.46
396,Baykit,RU,2022-04-13 23:53:35,61.67,96.37,35.87,87,100,12.33
397,Krasnoselkup,RU,2022-04-13 23:54:14,65.7,82.4667,33.31,99,100,8.7
398,Mount Isa,AU,2022-04-13 23:54:14,-20.7333,139.5,87.57,25,19,10.36
399,Brownsville,US,2022-04-13 23:53:19,25.9018,-97.4975,95.0,64,2,18.39
400,Martaban,MM,2022-04-13 23:54:15,16.5314,97.6111,80.76,76,35,3.65
401,Turayf,SA,2022-04-13 23:54:15,31.6725,38.6637,55.65,30,0,9.22
402,Yakeshi,CN,2022-04-13 23:54:16,49.2833,120.7333,35.19,36,2,5.79
403,Harper,LR,2022-04-13 23:54:16,4.375,-7.7169,78.93,87,100,8.77
404,Tuatapere,NZ,2022-04-13 23:54:16,-46.1333,167.6833,59.31,56,70,2.37
405,Elizabeth City,US,2022-04-13 23:54:17,36.2946,-76.2511,77.02,70,77,3.0
406,Ranong,TH,2022-04-13 23:54:17,9.9658,98.6348,73.33,83,96,2.8
407,Shangrao,CN,2022-04-13 23:54:17,28.4532,117.9686,59.74,93,100,2.21
408,Lososina,RU,2022-04-13 23:54:18,48.9975,140.3106,32.65,69,23,5.3
409,Teixoso,PT,2022-04-13 23:54:18,40.3145,-7.4576,46.35,94,41,4.43
410,Avera,US,2022-04-13 23:54:19,33.194,-82.5271,76.51,65,96,6.38
411,Chuguyevka,RU,2022-04-13 23:54:19,44.1653,133.8633,47.17,35,59,0.76
412,Kaeo,NZ,2022-04-13 23:54:20,-35.1,173.7833,71.33,65,80,4.97
413,Si Sa Ket,TH,2022-04-13 23:54:20,14.8333,104.3333,87.01,64,96,4.29
414,Ugoofaaru,MV,2022-04-13 23:55:20,5.6667,73.0,83.07,75,97,6.96
415,Guanare,VE,2022-04-13 23:55:21,9.0418,-69.7421,80.62,57,70,3.44
416,Lazo,RU,2022-04-13 23:55:21,43.3817,133.9014,47.82,33,97,1.48
417,Kahului,US,2022-04-13 23:55:21,20.8947,-156.47,78.96,80,70,8.99
418,Buckeye,US,2022-04-13 23:55:22,33.3703,-112.5838,78.3,5,0,6.91
419,Vachi,RU,2022-04-13 23:55:22,42.072,47.2151,19.27,86,54,9.13
420,Nhamunda,BR,2022-04-13 23:55:22,-2.1861,-56.7131,76.77,91,100,2.37
421,Kruisfontein,ZA,2022-04-13 23:55:23,-34.0033,24.7314,61.34,84,76,7.81
422,Belaya Kalitva,RU,2022-04-13 23:55:23,48.17,40.78,41.11,87,100,12.73
423,Ilhabela,BR,2022-04-13 23:55:23,-23.7781,-45.3581,76.05,91,100,3.36
424,Parsons,US,2022-04-13 23:55:24,37.3403,-95.2611,51.98,45,62,11.25
425,Ekibastuz,KZ,2022-04-13 23:55:24,51.6667,75.3667,39.81,67,57,7.4
426,Tucumcari,US,2022-04-13 23:51:25,35.1717,-103.725,62.44,6,0,32.21
427,Ifanadiana,MG,2022-04-13 23:55:24,-21.3,47.6333,67.3,99,70,0.74
428,Ola,RU,2022-04-13 23:55:25,59.5833,151.2833,28.15,61,100,10.96
429,Udarnyy,RU,2022-04-13 23:55:25,54.3409,42.8611,45.12,92,98,8.79
430,Sunds,DK,2022-04-13 23:55:26,56.2042,9.0127,47.7,100,100,4.61
431,Labuan,MY,2022-04-13 23:55:26,5.2767,115.2417,79.16,94,20,0.0
432,Tadine,NC,2022-04-13 23:52:48,-21.55,167.8833,79.65,65,1,5.88
433,Labuhan,ID,2022-04-13 23:55:26,-6.8844,112.2051,79.07,83,26,5.21
434,Yurimaguas,PE,2022-04-13 23:55:27,-5.9,-76.0833,75.52,81,42,3.42
435,Nizhniy Kuranakh,RU,2022-04-13 23:55:27,58.8353,125.4869,30.2,82,100,10.18
436,Vad,RU,2022-04-13 23:55:27,55.5301,44.2114,44.91,91,92,6.98
437,Saint-Joseph,RE,2022-04-13 23:55:28,-21.3667,55.6167,75.58,88,42,14.14
438,Shumikha,RU,2022-04-13 23:55:28,55.2261,63.2961,47.23,85,68,9.75
439,Lakes Entrance,AU,2022-04-13 23:55:28,-37.8811,147.981,62.78,60,2,3.89
440,Nishihara,JP,2022-04-13 23:55:29,26.1842,127.7558,75.25,81,75,8.05
441,Bubaque,GW,2022-04-13 23:55:29,11.2833,-15.8333,75.34,74,100,19.71
442,Puerto Leguizamo,CO,2022-04-13 23:55:29,-0.1934,-74.7819,73.26,99,100,2.59
443,Xiongzhou,CN,2022-04-13 23:55:30,25.1167,114.3,65.32,74,66,5.19
444,Berlevag,NO,2022-04-13 23:55:30,70.8578,29.0864,22.8,87,96,6.15
445,Sibi,PK,2022-04-13 23:55:30,29.5448,67.8764,80.92,10,0,4.74
446,Maralal,KE,2022-04-13 23:55:31,1.0968,36.698,59.5,85,31,5.66
447,Mlawa,PL,2022-04-13 23:55:31,53.1128,20.3841,41.76,68,100,7.94
448,Vestmanna,FO,2022-04-13 23:55:31,62.1564,-7.1664,41.92,87,100,13.8
449,Miragoane,HT,2022-04-13 23:55:32,18.4423,-73.0876,79.63,72,30,4.54
450,Flin Flon,CA,2022-04-13 23:55:32,54.7682,-101.865,28.24,54,100,12.66
451,Kalispell,US,2022-04-13 23:55:33,48.1958,-114.3129,34.38,39,100,6.6
452,San Angelo,US,2022-04-13 23:55:33,31.4638,-100.437,79.9,6,0,11.01
453,Porto Murtinho,BR,2022-04-13 23:55:33,-21.6989,-57.8825,75.31,78,73,6.89
454,Palestine,PS,2022-04-13 23:55:34,31.9216,35.2033,47.93,81,39,4.38
455,Dunedin,NZ,2022-04-13 23:55:34,-45.8742,170.5036,58.93,48,21,0.63
456,Phek,IN,2022-04-13 23:55:34,25.6667,94.5,56.05,91,74,2.08
457,Olbia,IT,2022-04-13 23:55:35,40.9214,9.4856,48.25,93,40,1.14
458,Kihei,US,2022-04-13 23:55:35,20.785,-156.4656,78.96,80,75,1.01
459,Madang,PG,2022-04-13 23:55:35,-5.2246,145.7966,79.95,84,99,1.54
460,Aykhal,RU,2022-04-13 23:56:36,66.0,111.5,19.47,95,97,15.52
461,Wilmington,US,2022-04-13 23:55:35,34.2257,-77.9447,72.0,68,85,4.0
462,Leningradskiy,RU,2022-04-13 23:56:36,69.3833,178.4167,4.93,91,91,14.67
463,Blagoyevo,RU,2022-04-13 23:56:36,63.3667,47.9167,31.23,88,100,11.88
464,Pangnirtung,CA,2022-04-13 23:52:14,66.1451,-65.7125,-6.92,99,98,5.59
465,Stillwater,US,2022-04-13 23:53:19,36.1156,-97.0584,57.56,33,1,1.99
466,Cap Malheureux,MU,2022-04-13 23:56:37,-19.9842,57.6142,78.48,83,19,8.01
467,Santa Vitoria Do Palmar,BR,2022-04-13 23:56:37,-33.5189,-53.3681,57.06,68,20,8.03
468,Kendari,ID,2022-04-13 23:56:38,-3.945,122.4989,76.55,89,100,4.32
469,Gat,IL,2022-04-13 23:56:38,31.61,34.7642,56.39,72,23,5.86
470,Ajdabiya,LY,2022-04-13 23:56:38,30.7554,20.2263,68.88,25,100,17.02
471,Dalvik,IS,2022-04-13 23:56:39,65.9702,-18.5286,37.33,72,90,12.01
472,Alibunar,RS,2022-04-13 23:56:39,45.0808,20.9658,41.81,61,14,4.03
473,Aleksandrov Gay,RU,2022-04-13 23:56:40,50.147,48.5704,42.48,82,34,14.0
474,Kati,ML,2022-04-13 23:56:40,12.7441,-8.0726,92.61,15,97,3.98
475,Warrington,GB,2022-04-13 23:56:40,53.3925,-2.5802,48.94,89,0,4.61
476,Santiago,CL,2022-04-13 23:54:05,-33.4569,-70.6483,73.29,33,0,9.22
477,Palma Gil,PH,2022-04-13 23:56:41,7.6422,125.6292,80.35,80,95,1.01
478,Anori,BR,2022-04-13 23:56:41,-3.7728,-61.6442,75.18,97,100,2.44
479,Lebedinyy,RU,2022-04-13 23:56:42,58.5167,125.5167,24.62,87,100,12.91
480,Udachnyy,RU,2022-04-13 23:56:42,66.4167,112.4,20.34,92,90,17.49
481,Katsuura,JP,2022-04-13 23:56:42,35.1333,140.3,57.67,90,100,22.35
482,Craigieburn,AU,2022-04-13 23:56:43,-37.6,144.95,67.19,63,0,12.66
483,Careva Cuprija,BA,2022-04-13 23:56:43,44.2658,18.4292,42.31,76,2,3.04
484,Adrar,MR,2022-04-13 23:56:43,20.5022,-10.0711,73.11,21,0,10.98
485,Mehamn,NO,2022-04-13 23:56:44,71.0357,27.8492,26.67,91,100,2.73
486,Tilichiki,RU,2022-04-13 23:56:43,60.4667,166.1,20.75,85,100,10.04
487,Nenagh,IE,2022-04-13 23:56:44,52.8619,-8.1967,47.93,96,71,5.37
488,Ko Samui,TH,2022-04-13 23:54:27,9.5357,99.9357,83.03,77,66,10.65
489,Neryungri,RU,2022-04-13 23:56:45,56.6709,124.6491,26.51,82,100,8.12
490,Ust-Nera,RU,2022-04-13 23:56:45,64.5667,143.2,9.66,91,84,3.04
491,Beisfjord,NO,2022-04-13 23:56:45,68.3751,17.5988,32.05,95,92,1.23
492,Faya,SA,2022-04-13 23:56:46,18.3851,42.4509,64.51,39,9,1.23
493,Campobello Di Mazara,IT,2022-04-13 23:56:46,37.6358,12.7443,58.82,54,100,18.99
494,Wahiawa,US,2022-04-13 23:56:46,21.5028,-158.0236,80.35,55,40,20.71
495,Boffa,GN,2022-04-13 23:56:47,10.1667,-14.0333,75.51,82,57,3.85
496,Dubrajpur,IN,2022-04-13 23:56:47,23.8,87.3833,78.98,67,17,6.11
497,Turukhansk,RU,2022-04-13 23:56:47,65.8167,87.9833,31.87,99,100,8.23
498,Camacupa,AO,2022-04-13 23:56:48,-12.0167,17.4833,61.77,97,100,3.69
499,Yambio,SS,2022-04-13 23:56:48,4.5721,28.3955,70.23,75,61,1.72
500,Morgan Hill,US,2022-04-13 23:52:49,37.1305,-121.6544,63.9,40,0,6.91
501,Yumen,CN,2022-04-13 23:56:49,40.2833,97.2,43.14,11,81,10.56
502,Esperance,AU,2022-04-13 23:56:49,-33.8667,121.9,60.64,79,100,15.05
503,Teguldet,RU,2022-04-13 23:57:49,57.3064,88.1667,27.97,84,8,3.83
504,Belle Fourche,US,2022-04-13 23:57:50,44.6714,-103.8522,21.33,57,100,29.46
505,Divnomorskoye,RU,2022-04-13 23:57:50,44.5011,38.1353,43.0,97,100,32.73
506,Liverpool,GB,2022-04-13 23:54:54,53.4106,-2.9779,48.15,87,0,4.61
507,Beidao,CN,2022-04-13 23:57:51,34.5686,105.8933,50.61,79,100,5.21
508,Sao Pedro Da Aldeia,BR,2022-04-13 23:57:51,-22.8392,-42.1028,77.09,94,40,4.61
509,Nawa,IN,2022-04-13 23:57:51,27.0167,75.0,77.9,33,19,8.72
510,Puerto Baquerizo Moreno,EC,2022-04-13 23:57:51,-0.9,-89.6,79.79,78,40,14.97
511,Bhor,IN,2022-04-13 23:57:52,18.1667,73.85,79.59,34,100,1.32
512,Tari,NG,2022-04-13 23:57:52,12.4086,4.4914,90.14,31,58,12.12
513,Constantine,DZ,2022-04-13 23:57:52,36.365,6.6147,54.81,87,75,4.61
514,Ravar,IR,2022-04-13 23:57:53,31.2656,56.8055,71.78,17,21,6.53
515,Vanavara,RU,2022-04-13 23:57:53,60.34,102.2797,32.25,84,100,13.91
516,Gravdal,NO,2022-04-13 23:57:53,68.1214,13.5031,35.92,77,13,6.58
517,Novo Aripuana,BR,2022-04-13 23:57:54,-5.1206,-60.3797,75.09,97,100,2.42
518,Cuajinicuilapa,MX,2022-04-13 23:57:54,16.4667,-98.4167,85.15,54,74,8.7
519,Maldonado,UY,2022-04-13 23:57:54,-34.6667,-54.9167,60.22,66,4,3.31
520,Saint-Augustin,CA,2022-04-13 23:57:55,51.226,-58.6502,31.51,94,99,3.53
521,Ahtopol,BG,2022-04-13 23:57:55,42.1,27.95,45.63,71,5,6.06
522,Port Hedland,AU,2022-04-13 23:57:55,-20.3167,118.5667,75.25,50,11,5.75
523,Saint Anthony,US,2022-04-13 23:57:56,45.0205,-93.218,40.03,61,100,7.0
524,Alice Springs,AU,2022-04-13 23:57:56,-23.7,133.8833,78.35,29,0,0.0
525,Ust-Maya,RU,2022-04-13 23:57:56,60.4167,134.5333,24.37,84,69,2.68
526,Honiara,SB,2022-04-13 23:57:57,-9.4333,159.95,87.39,62,24,6.11
527,Vila Franca Do Campo,PT,2022-04-13 23:57:57,37.7167,-25.4333,61.21,85,34,8.68
528,Zhigansk,RU,2022-04-13 23:57:57,66.7697,123.3711,22.05,95,100,21.09
529,Gamba,GA,2022-04-13 23:57:57,-2.65,10.0,77.36,90,100,2.1
530,Mount Gambier,AU,2022-04-13 23:57:58,-37.8333,140.7667,55.31,76,100,5.75
531,Maniitsoq,GL,2022-04-13 23:57:58,65.4167,-52.9,20.34,83,15,14.41
532,Morant Bay,JM,2022-04-13 23:57:58,17.8815,-76.4093,82.02,84,10,10.8
533,Jieshi,CN,2022-04-13 23:57:59,22.8134,115.8257,73.94,68,0,13.18
534,Chimbote,PE,2022-04-13 23:57:59,-9.0853,-78.5783,66.34,84,21,10.07
535,San Jose,US,2022-04-13 23:57:53,37.3394,-121.895,63.91,47,0,16.11
536,Garowe,SO,2022-04-13 23:58:00,8.4054,48.4845,74.44,83,7,5.23
537,Ketchikan,US,2022-04-13 23:56:09,55.3422,-131.6461,41.07,31,5,4.43
538,Shubarshi,KZ,2022-04-13 23:58:00,48.5872,57.1869,55.81,71,82,12.21
539,Salalah,OM,2022-04-13 23:55:00,17.0151,54.0924,77.97,73,0,3.65
540,Bluefield,US,2022-04-13 23:56:25,37.2698,-81.2223,68.76,74,73,7.49
541,Umm Kaddadah,SD,2022-04-13 23:58:01,13.6017,26.6876,78.64,12,6,17.67
542,Hualmay,PE,2022-04-13 23:58:01,-11.0964,-77.6139,67.21,82,26,10.02
543,Ippy,CF,2022-04-13 23:58:02,6.2679,21.2247,74.28,77,99,3.69
544,Hennigsdorf,DE,2022-04-13 23:58:02,52.636,13.2042,60.06,58,100,1.48
545,San Policarpo,PH,2022-04-13 23:58:02,12.1791,125.5072,77.41,85,99,6.11
546,Baijiantan,CN,2022-04-13 23:58:03,45.6333,85.1833,52.92,18,0,4.47
547,Wamba,NG,2022-04-13 23:58:03,8.9333,8.6,78.17,74,94,0.69
548,Kousseri,CM,2022-04-13 23:58:03,12.0769,15.0306,91.36,35,12,5.75
549,Henties Bay,NA,2022-04-13 23:58:04,-22.116,14.2845,59.81,86,15,3.09
550,Verkhnyaya Inta,RU,2022-04-13 23:58:04,65.9811,60.3094,32.7,97,100,6.67
551,Soc Trang,VN,2022-04-13 23:56:06,9.6033,105.98,81.36,80,99,4.97
552,Abaete,BR,2022-04-13 23:59:05,-19.16,-45.4458,72.57,84,97,4.07
553,Mana,GF,2022-04-13 23:59:05,5.6592,-53.7767,76.87,85,58,11.59
554,Kirakira,SB,2022-04-13 23:59:05,-10.4544,161.9205,85.77,68,56,8.01
555,Teya,RU,2022-04-13 23:59:06,60.3778,92.6267,36.16,86,100,11.86
556,Vostok,RU,2022-04-13 23:59:06,46.4856,135.8833,35.29,57,44,5.39
557,Huambo,AO,2022-04-13 23:59:07,-12.7761,15.7392,59.58,93,100,1.72
558,Moroni,KM,2022-04-13 23:59:07,-11.7022,43.2551,79.27,78,65,2.73
559,Byron Bay,AU,2022-04-13 23:59:07,-28.65,153.6167,66.7,72,65,12.57
560,Nerchinskiy Zavod,RU,2022-04-13 23:59:08,51.3088,119.61,34.2,42,10,3.53
561,Sainte-Thecle,CA,2022-04-13 23:59:08,46.8168,-72.4991,41.05,96,100,3.09
562,Lysyye Gory,RU,2022-04-13 23:59:08,51.5506,44.8414,50.29,88,100,8.5
563,Corvallis,US,2022-04-13 23:55:49,44.5646,-123.262,48.36,85,75,10.36
564,Monrovia,LR,2022-04-13 23:59:09,6.3005,-10.7969,78.89,86,67,8.41
565,Erzin,TR,2022-04-13 23:59:09,36.9559,36.2,46.83,39,0,4.32
566,Hammerfest,NO,2022-04-13 23:59:10,70.6634,23.6821,28.85,74,40,0.0
567,Petrovsk,RU,2022-04-13 23:59:10,52.3064,45.3917,48.04,88,100,12.08
568,North Smithfield,US,2022-04-13 23:59:10,41.9668,-71.5495,64.58,76,83,3.0
569,Sassandra,CI,2022-04-13 23:59:11,4.95,-6.0833,79.56,81,100,8.12
